Mon Sep  5 04:00:00 UTC 2022 | FAIL
Mon Sep  5 04:32:43 UTC 2022 | 19.785 ms
Mon Sep  5 04:32:44 UTC 2022 | 12.900 ms
Mon Sep  5 04:32:45 UTC 2022 | 12.368 ms
Mon Sep  5 04:32:46 UTC 2022 | 12.205 ms
Mon Sep  5 04:32:47 UTC 2022 | 12.878 ms
Mon Sep  5 04:32:48 UTC 2022 | 56.358 ms
Mon Sep  5 04:32:49 UTC 2022 | 248.179 ms
Mon Sep  5 04:32:50 UTC 2022 | 19.833 ms
Mon Sep  5 04:32:51 UTC 2022 | 13.847 ms
Mon Sep  5 04:32:52 UTC 2022 | 12.462 ms
Mon Sep  5 04:32:53 UTC 2022 | 13.274 ms
Mon Sep  5 04:32:55 UTC 2022 | 14.900 ms
Mon Sep  5 04:32:56 UTC 2022 | 12.031 ms
Mon Sep  5 04:32:57 UTC 2022 | 12.256 ms
Mon Sep  5 04:32:58 UTC 2022 | 12.569 ms
Mon Sep  5 04:32:59 UTC 2022 | 12.474 ms
Mon Sep  5 04:33:00 UTC 2022 | 12.525 ms
Mon Sep  5 04:33:01 UTC 2022 | 12.064 ms
Mon Sep  5 04:33:02 UTC 2022 | 12.126 ms
Mon Sep  5 04:33:03 UTC 2022 | 12.191 ms
Mon Sep  5 04:33:04 UTC 2022 | 12.309 ms
Mon Sep  5 04:33:05 UTC 2022 | 12.135 ms
Mon Sep  5 04:33:06 UTC 2022 | 12.398 ms
Mon Sep  5 04:33:07 UTC 2022 | 12.155 ms
Mon Sep  5 04:33:08 UTC 2022 | 72.959 ms
Mon Sep  5 04:33:09 UTC 2022 | 20.492 ms
Mon Sep  5 04:33:10 UTC 2022 | 12.274 ms
Mon Sep  5 04:33:11 UTC 2022 | 12.219 ms
Mon Sep  5 04:33:12 UTC 2022 | 34.340 ms
Mon Sep  5 04:33:13 UTC 2022 | FAIL
Mon Sep  5 04:33:24 UTC 2022 | 134.777 ms
Mon Sep  5 04:33:26 UTC 2022 | 155.070 ms
Mon Sep  5 04:33:27 UTC 2022 | 92.657 ms
Mon Sep  5 04:33:28 UTC 2022 | 12.539 ms
Mon Sep  5 04:33:29 UTC 2022 | 30.907 ms
Mon Sep  5 04:33:30 UTC 2022 | 130.639 ms
Mon Sep  5 04:33:31 UTC 2022 | 15.432 ms
Mon Sep  5 04:33:32 UTC 2022 | 26.405 ms
Mon Sep  5 04:33:33 UTC 2022 | 154.206 ms
Mon Sep  5 04:33:34 UTC 2022 | 28.666 ms
Mon Sep  5 04:33:36 UTC 2022 | 195.596 ms
Mon Sep  5 04:33:37 UTC 2022 | 12.149 ms
Mon Sep  5 04:33:38 UTC 2022 | 43.437 ms
Mon Sep  5 04:33:39 UTC 2022 | 13.817 ms
Mon Sep  5 04:33:40 UTC 2022 | 13.097 ms
Mon Sep  5 04:33:41 UTC 2022 | 23.592 ms
Mon Sep  5 04:33:42 UTC 2022 | 14.565 ms
Mon Sep  5 04:33:43 UTC 2022 | 19.835 ms
Mon Sep  5 04:33:44 UTC 2022 | 15.652 ms
Mon Sep  5 04:33:45 UTC 2022 | 18.193 ms
Mon Sep  5 04:33:47 UTC 2022 | 43.164 ms
Mon Sep  5 04:33:48 UTC 2022 | 110.177 ms
Mon Sep  5 04:33:49 UTC 2022 | 144.264 ms
Mon Sep  5 04:33:50 UTC 2022 | 17.328 ms
Mon Sep  5 04:33:51 UTC 2022 | 291.045 ms
Mon Sep  5 04:33:53 UTC 2022 | 327.974 ms
Mon Sep  5 04:33:54 UTC 2022 | FAIL
Mon Sep  5 04:34:05 UTC 2022 | 827.741 ms
Mon Sep  5 04:34:07 UTC 2022 | 19.291 ms
Mon Sep  5 04:34:08 UTC 2022 | 13.862 ms
Mon Sep  5 04:34:09 UTC 2022 | 14.830 ms
Mon Sep  5 04:34:10 UTC 2022 | 16.036 ms
Mon Sep  5 04:34:11 UTC 2022 | 39.948 ms
Mon Sep  5 04:34:12 UTC 2022 | 14.776 ms
Mon Sep  5 04:34:13 UTC 2022 | 13.437 ms
Mon Sep  5 04:34:14 UTC 2022 | 136.349 ms
Mon Sep  5 04:34:15 UTC 2022 | 14.435 ms
Mon Sep  5 04:34:16 UTC 2022 | 69.306 ms
Mon Sep  5 04:34:18 UTC 2022 | 95.044 ms
Mon Sep  5 04:34:19 UTC 2022 | 35.813 ms
Mon Sep  5 04:34:20 UTC 2022 | 15.911 ms
Mon Sep  5 04:34:21 UTC 2022 | 133.891 ms
Mon Sep  5 04:34:22 UTC 2022 | 17.098 ms
Mon Sep  5 04:34:23 UTC 2022 | 73.506 ms
Mon Sep  5 04:34:24 UTC 2022 | 13.414 ms
Mon Sep  5 04:34:25 UTC 2022 | 17.836 ms
Mon Sep  5 04:34:26 UTC 2022 | 12.457 ms
Mon Sep  5 04:34:27 UTC 2022 | 14.643 ms
Mon Sep  5 04:34:28 UTC 2022 | 320.651 ms
Mon Sep  5 04:34:30 UTC 2022 | 14.126 ms
Mon Sep  5 04:34:31 UTC 2022 | 14.693 ms
Mon Sep  5 04:34:32 UTC 2022 | 36.402 ms
Mon Sep  5 04:34:33 UTC 2022 | 38.466 ms
Mon Sep  5 04:34:34 UTC 2022 | 21.898 ms
Mon Sep  5 04:34:35 UTC 2022 | 21.775 ms
Mon Sep  5 04:34:36 UTC 2022 | 125.488 ms
Mon Sep  5 04:34:37 UTC 2022 | 12.578 ms
Mon Sep  5 04:34:38 UTC 2022 | 12.448 ms
Mon Sep  5 04:34:39 UTC 2022 | 14.958 ms
Mon Sep  5 04:34:40 UTC 2022 | 120.149 ms
Mon Sep  5 04:34:41 UTC 2022 | 137.980 ms
Mon Sep  5 04:34:43 UTC 2022 | 15.564 ms
Mon Sep  5 04:34:44 UTC 2022 | 56.154 ms
Mon Sep  5 04:34:45 UTC 2022 | 19.220 ms
Mon Sep  5 04:34:46 UTC 2022 | 14.897 ms
Mon Sep  5 04:34:47 UTC 2022 | 91.132 ms
Mon Sep  5 04:34:48 UTC 2022 | 14.552 ms
Mon Sep  5 04:34:49 UTC 2022 | 16.589 ms
Mon Sep  5 04:34:50 UTC 2022 | 52.335 ms
Mon Sep  5 04:34:51 UTC 2022 | 828.858 ms
Mon Sep  5 04:34:53 UTC 2022 | 42.760 ms
Mon Sep  5 04:34:54 UTC 2022 | 29.288 ms
Mon Sep  5 04:34:55 UTC 2022 | 2961.433 ms
Mon Sep  5 04:34:59 UTC 2022 | 159.680 ms
Mon Sep  5 04:35:00 UTC 2022 | 26.075 ms
Mon Sep  5 04:35:01 UTC 2022 | 189.132 ms
Mon Sep  5 04:35:03 UTC 2022 | 102.646 ms
Mon Sep  5 04:35:04 UTC 2022 | 21.370 ms
Mon Sep  5 04:35:05 UTC 2022 | 45.473 ms
Mon Sep  5 04:35:06 UTC 2022 | 170.417 ms
Mon Sep  5 04:35:07 UTC 2022 | 134.830 ms
Mon Sep  5 04:35:08 UTC 2022 | 1044.428 ms
Mon Sep  5 04:35:10 UTC 2022 | FAIL
Mon Sep  5 04:35:21 UTC 2022 | 302.728 ms
Mon Sep  5 04:35:23 UTC 2022 | 13.713 ms
Mon Sep  5 04:35:24 UTC 2022 | 12.371 ms
Mon Sep  5 04:35:25 UTC 2022 | 13.185 ms
Mon Sep  5 04:35:26 UTC 2022 | 82.103 ms
Mon Sep  5 04:35:27 UTC 2022 | 13.195 ms
Mon Sep  5 04:35:28 UTC 2022 | FAIL
Mon Sep  5 04:35:39 UTC 2022 | 151.666 ms
Mon Sep  5 04:35:40 UTC 2022 | 2993.536 ms
Mon Sep  5 04:35:44 UTC 2022 | 64.348 ms
Mon Sep  5 04:35:45 UTC 2022 | 30.027 ms
Mon Sep  5 04:35:46 UTC 2022 | 16.412 ms
Mon Sep  5 04:35:47 UTC 2022 | 169.354 ms
Mon Sep  5 04:35:49 UTC 2022 | 13.305 ms
Mon Sep  5 04:35:50 UTC 2022 | 67.700 ms
Mon Sep  5 04:35:51 UTC 2022 | 170.479 ms
Mon Sep  5 04:35:52 UTC 2022 | 86.918 ms
Mon Sep  5 04:35:53 UTC 2022 | 17.913 ms
Mon Sep  5 04:35:54 UTC 2022 | 2642.493 ms
Mon Sep  5 04:35:58 UTC 2022 | FAIL
Mon Sep  5 04:36:09 UTC 2022 | 326.717 ms
Mon Sep  5 04:36:10 UTC 2022 | 13.211 ms
Mon Sep  5 04:36:11 UTC 2022 | 14.093 ms
Mon Sep  5 04:36:12 UTC 2022 | 18.873 ms
Mon Sep  5 04:36:13 UTC 2022 | 53.226 ms
Mon Sep  5 04:36:14 UTC 2022 | 31.302 ms
Mon Sep  5 04:36:15 UTC 2022 | 198.366 ms
Mon Sep  5 04:36:17 UTC 2022 | 40.682 ms
Mon Sep  5 04:36:18 UTC 2022 | 38.687 ms
Mon Sep  5 04:36:19 UTC 2022 | 353.253 ms
Mon Sep  5 04:36:20 UTC 2022 | 93.821 ms
Mon Sep  5 04:36:21 UTC 2022 | 11.875 ms
Mon Sep  5 04:36:22 UTC 2022 | 77.041 ms
Mon Sep  5 04:36:23 UTC 2022 | 17.293 ms
Mon Sep  5 04:36:24 UTC 2022 | 14.374 ms
Mon Sep  5 04:36:26 UTC 2022 | 14.296 ms
Mon Sep  5 04:36:27 UTC 2022 | 12.733 ms
Mon Sep  5 04:36:28 UTC 2022 | 343.256 ms
Mon Sep  5 04:36:29 UTC 2022 | 20.752 ms
Mon Sep  5 04:36:30 UTC 2022 | 15.675 ms
Mon Sep  5 04:36:31 UTC 2022 | 26.630 ms
Mon Sep  5 04:36:32 UTC 2022 | 107.862 ms
Mon Sep  5 04:36:33 UTC 2022 | 22.388 ms
Mon Sep  5 04:36:34 UTC 2022 | 35.763 ms
Mon Sep  5 04:36:35 UTC 2022 | 15.091 ms
Mon Sep  5 04:36:36 UTC 2022 | 229.580 ms
Mon Sep  5 04:36:38 UTC 2022 | 16.219 ms
Mon Sep  5 04:36:39 UTC 2022 | 18.484 ms
Mon Sep  5 04:36:40 UTC 2022 | 24.915 ms
Mon Sep  5 04:36:41 UTC 2022 | 12.622 ms
Mon Sep  5 04:36:42 UTC 2022 | 16.266 ms
Mon Sep  5 04:36:43 UTC 2022 | 27.106 ms
Mon Sep  5 04:36:44 UTC 2022 | 17.336 ms
Mon Sep  5 04:36:45 UTC 2022 | 17.683 ms
Mon Sep  5 04:36:46 UTC 2022 | 15.580 ms
Mon Sep  5 04:36:47 UTC 2022 | 81.973 ms
Mon Sep  5 04:36:48 UTC 2022 | 14.904 ms
Mon Sep  5 04:36:49 UTC 2022 | 14.787 ms
Mon Sep  5 04:36:51 UTC 2022 | 16.749 ms
Mon Sep  5 04:36:52 UTC 2022 | 18.351 ms
Mon Sep  5 04:36:53 UTC 2022 | FAIL
Mon Sep  5 04:37:04 UTC 2022 | 122.083 ms
Mon Sep  5 04:37:05 UTC 2022 | 177.661 ms
Mon Sep  5 04:37:06 UTC 2022 | 16.666 ms
Mon Sep  5 04:37:07 UTC 2022 | 70.860 ms
Mon Sep  5 04:37:08 UTC 2022 | 18.729 ms
Mon Sep  5 04:37:09 UTC 2022 | 3972.289 ms
Mon Sep  5 04:37:14 UTC 2022 | 149.432 ms
Mon Sep  5 04:37:15 UTC 2022 | 436.148 ms
Mon Sep  5 04:37:17 UTC 2022 | 668.780 ms
Mon Sep  5 04:37:19 UTC 2022 | FAIL
Mon Sep  5 04:37:30 UTC 2022 | 126.774 ms
Mon Sep  5 04:37:31 UTC 2022 | 131.534 ms
Mon Sep  5 04:37:32 UTC 2022 | 12.802 ms
Mon Sep  5 04:37:33 UTC 2022 | 102.196 ms
Mon Sep  5 04:37:34 UTC 2022 | 12.226 ms
Mon Sep  5 04:37:35 UTC 2022 | 15.546 ms
Mon Sep  5 04:37:36 UTC 2022 | 20.420 ms
Mon Sep  5 04:37:37 UTC 2022 | 12.953 ms
Mon Sep  5 04:37:38 UTC 2022 | 52.328 ms
Mon Sep  5 04:37:39 UTC 2022 | 32.918 ms
Mon Sep  5 04:37:41 UTC 2022 | 101.660 ms
Mon Sep  5 04:37:42 UTC 2022 | 521.944 ms
Mon Sep  5 04:37:43 UTC 2022 | 68.616 ms
Mon Sep  5 04:37:44 UTC 2022 | 29.492 ms
Mon Sep  5 04:37:45 UTC 2022 | 16.259 ms
Mon Sep  5 04:37:46 UTC 2022 | 26.165 ms
Mon Sep  5 04:37:47 UTC 2022 | 19.156 ms
Mon Sep  5 04:37:49 UTC 2022 | 108.741 ms
Mon Sep  5 04:37:50 UTC 2022 | 12.481 ms
Mon Sep  5 04:37:51 UTC 2022 | 15.138 ms
Mon Sep  5 04:37:52 UTC 2022 | 144.472 ms
Mon Sep  5 04:37:53 UTC 2022 | 96.727 ms
Mon Sep  5 04:37:54 UTC 2022 | 13.627 ms
Mon Sep  5 04:37:55 UTC 2022 | 21.131 ms
Mon Sep  5 04:37:56 UTC 2022 | 13.077 ms
Mon Sep  5 04:37:57 UTC 2022 | 29.201 ms
Mon Sep  5 04:37:58 UTC 2022 | 14.438 ms
Mon Sep  5 04:37:59 UTC 2022 | 14.191 ms
Mon Sep  5 04:38:00 UTC 2022 | 16.747 ms
Mon Sep  5 04:38:01 UTC 2022 | 12.188 ms
Mon Sep  5 04:38:02 UTC 2022 | 14.386 ms
Mon Sep  5 04:38:04 UTC 2022 | 13.164 ms
Mon Sep  5 04:38:05 UTC 2022 | 13.877 ms
Mon Sep  5 04:38:06 UTC 2022 | 400.275 ms
Mon Sep  5 04:38:07 UTC 2022 | 60.503 ms
Mon Sep  5 04:38:08 UTC 2022 | 20.327 ms
Mon Sep  5 04:38:09 UTC 2022 | 40.667 ms
Mon Sep  5 04:38:10 UTC 2022 | 3189.145 ms
Mon Sep  5 04:38:14 UTC 2022 | 14.645 ms
Mon Sep  5 04:38:16 UTC 2022 | 16.455 ms
Mon Sep  5 04:38:17 UTC 2022 | 14.861 ms
Mon Sep  5 04:38:18 UTC 2022 | 37.177 ms
Mon Sep  5 04:38:19 UTC 2022 | 15.710 ms
Mon Sep  5 04:38:20 UTC 2022 | 12.696 ms
Mon Sep  5 04:38:21 UTC 2022 | 17.122 ms
Mon Sep  5 04:38:22 UTC 2022 | 12.401 ms
Mon Sep  5 04:38:23 UTC 2022 | 88.600 ms
Mon Sep  5 04:38:24 UTC 2022 | 16.904 ms
Mon Sep  5 04:38:25 UTC 2022 | 15.534 ms
Mon Sep  5 04:38:26 UTC 2022 | 38.077 ms
Mon Sep  5 04:38:27 UTC 2022 | 14.980 ms
Mon Sep  5 04:38:28 UTC 2022 | 16.591 ms
Mon Sep  5 04:38:29 UTC 2022 | 142.858 ms
Mon Sep  5 04:38:30 UTC 2022 | 15.890 ms
Mon Sep  5 04:38:31 UTC 2022 | 15.649 ms
Mon Sep  5 04:38:33 UTC 2022 | 14.697 ms
Mon Sep  5 04:38:34 UTC 2022 | 13.947 ms
Mon Sep  5 04:38:35 UTC 2022 | 215.542 ms
Mon Sep  5 04:38:36 UTC 2022 | 98.061 ms
Mon Sep  5 04:38:37 UTC 2022 | 13.057 ms
Mon Sep  5 04:38:38 UTC 2022 | 17.261 ms
Mon Sep  5 04:38:39 UTC 2022 | 14.771 ms
Mon Sep  5 04:38:40 UTC 2022 | 19.484 ms
Mon Sep  5 04:38:41 UTC 2022 | 16.097 ms
Mon Sep  5 04:38:42 UTC 2022 | 15.879 ms
Mon Sep  5 04:38:43 UTC 2022 | 151.299 ms
Mon Sep  5 04:38:44 UTC 2022 | 14.858 ms
Mon Sep  5 04:38:46 UTC 2022 | 72.483 ms
Mon Sep  5 04:38:47 UTC 2022 | 14.391 ms
Mon Sep  5 04:38:48 UTC 2022 | 14.956 ms
Mon Sep  5 04:38:49 UTC 2022 | 14.816 ms
Mon Sep  5 04:38:50 UTC 2022 | 13.219 ms
Mon Sep  5 04:38:51 UTC 2022 | 12.461 ms
Mon Sep  5 04:38:52 UTC 2022 | 14.801 ms
Mon Sep  5 04:38:53 UTC 2022 | 12.957 ms
Mon Sep  5 04:38:54 UTC 2022 | 14.646 ms
Mon Sep  5 04:38:55 UTC 2022 | 12.296 ms
Mon Sep  5 04:38:56 UTC 2022 | 17.417 ms
Mon Sep  5 04:38:57 UTC 2022 | 14.898 ms
Mon Sep  5 04:38:58 UTC 2022 | 16.396 ms
Mon Sep  5 04:38:59 UTC 2022 | 13.677 ms
Mon Sep  5 04:39:00 UTC 2022 | 15.108 ms
Mon Sep  5 04:39:01 UTC 2022 | 32.829 ms
Mon Sep  5 04:39:02 UTC 2022 | 14.412 ms
Mon Sep  5 04:39:03 UTC 2022 | 17.851 ms
Mon Sep  5 04:39:04 UTC 2022 | 185.895 ms
Mon Sep  5 04:39:06 UTC 2022 | FAIL
Mon Sep  5 04:39:17 UTC 2022 | 123.858 ms
Mon Sep  5 04:39:18 UTC 2022 | 15.129 ms
Mon Sep  5 04:39:19 UTC 2022 | 71.488 ms
Mon Sep  5 04:39:20 UTC 2022 | 119.943 ms
Mon Sep  5 04:39:21 UTC 2022 | 20.085 ms
Mon Sep  5 04:39:22 UTC 2022 | 15.702 ms
Mon Sep  5 04:39:23 UTC 2022 | 107.361 ms
Mon Sep  5 04:39:24 UTC 2022 | 18.155 ms
Mon Sep  5 04:39:25 UTC 2022 | 18.637 ms
Mon Sep  5 04:39:26 UTC 2022 | 14.543 ms
Mon Sep  5 04:39:28 UTC 2022 | 17.593 ms
Mon Sep  5 04:39:29 UTC 2022 | FAIL
Mon Sep  5 04:39:40 UTC 2022 | 128.723 ms
Mon Sep  5 04:39:41 UTC 2022 | 1636.092 ms
Mon Sep  5 04:39:43 UTC 2022 | 11.895 ms
Mon Sep  5 04:39:44 UTC 2022 | 14.926 ms
Mon Sep  5 04:39:46 UTC 2022 | 12.635 ms
Mon Sep  5 04:39:47 UTC 2022 | 14.900 ms
Mon Sep  5 04:39:48 UTC 2022 | 12.522 ms
Mon Sep  5 04:39:49 UTC 2022 | 14.283 ms
Mon Sep  5 04:39:50 UTC 2022 | 82.702 ms
Mon Sep  5 04:39:51 UTC 2022 | 147.744 ms
Mon Sep  5 04:39:52 UTC 2022 | 21.464 ms
Mon Sep  5 04:39:53 UTC 2022 | 68.182 ms
Mon Sep  5 04:39:54 UTC 2022 | 15.945 ms
Mon Sep  5 04:39:55 UTC 2022 | 14.799 ms
Mon Sep  5 04:39:56 UTC 2022 | 14.959 ms
Mon Sep  5 04:39:57 UTC 2022 | 135.174 ms
Mon Sep  5 04:39:58 UTC 2022 | 15.073 ms
Mon Sep  5 04:40:00 UTC 2022 | 13.001 ms
Mon Sep  5 04:40:01 UTC 2022 | 13.318 ms
Mon Sep  5 04:40:02 UTC 2022 | 217.628 ms
Mon Sep  5 04:40:03 UTC 2022 | 21.642 ms
Mon Sep  5 04:40:04 UTC 2022 | 15.404 ms
Mon Sep  5 04:40:05 UTC 2022 | 17.747 ms
Mon Sep  5 04:40:06 UTC 2022 | 14.381 ms
Mon Sep  5 04:40:07 UTC 2022 | 122.679 ms
Mon Sep  5 04:40:08 UTC 2022 | 13.987 ms
Mon Sep  5 04:40:09 UTC 2022 | 65.215 ms
Mon Sep  5 04:40:10 UTC 2022 | 14.339 ms
Mon Sep  5 04:40:11 UTC 2022 | 13.972 ms
Mon Sep  5 04:40:12 UTC 2022 | 63.190 ms
Mon Sep  5 04:40:14 UTC 2022 | 13.595 ms
Mon Sep  5 04:40:15 UTC 2022 | 35.049 ms
Mon Sep  5 04:40:16 UTC 2022 | 158.213 ms
Mon Sep  5 04:40:17 UTC 2022 | 176.710 ms
Mon Sep  5 04:40:18 UTC 2022 | 68.935 ms
Mon Sep  5 04:40:19 UTC 2022 | 14.254 ms
Mon Sep  5 04:40:20 UTC 2022 | 14.837 ms
Mon Sep  5 04:40:21 UTC 2022 | 13.709 ms
Mon Sep  5 04:40:22 UTC 2022 | 19.446 ms
Mon Sep  5 04:40:23 UTC 2022 | 18.072 ms
Mon Sep  5 04:40:24 UTC 2022 | 15.167 ms
Mon Sep  5 04:40:25 UTC 2022 | 21.584 ms
Mon Sep  5 04:40:26 UTC 2022 | 14.162 ms
Mon Sep  5 04:40:28 UTC 2022 | 143.507 ms
Mon Sep  5 04:40:29 UTC 2022 | 16.210 ms
Mon Sep  5 04:40:30 UTC 2022 | 13.873 ms
Mon Sep  5 04:40:31 UTC 2022 | 14.869 ms
Mon Sep  5 04:40:32 UTC 2022 | 22.569 ms
Mon Sep  5 04:40:33 UTC 2022 | 21.868 ms
Mon Sep  5 04:40:34 UTC 2022 | 12.329 ms
Mon Sep  5 04:40:35 UTC 2022 | 80.872 ms
Mon Sep  5 04:40:36 UTC 2022 | 26.528 ms
Mon Sep  5 04:40:37 UTC 2022 | 16.008 ms
Mon Sep  5 04:40:38 UTC 2022 | 12.090 ms
Mon Sep  5 04:40:39 UTC 2022 | 16.118 ms
Mon Sep  5 04:40:40 UTC 2022 | 230.846 ms
Mon Sep  5 04:40:42 UTC 2022 | 691.899 ms
Mon Sep  5 04:40:43 UTC 2022 | 15.485 ms
Mon Sep  5 04:40:44 UTC 2022 | 18.092 ms
Mon Sep  5 04:40:45 UTC 2022 | 59.319 ms
Mon Sep  5 04:40:47 UTC 2022 | 14.872 ms
Mon Sep  5 04:40:48 UTC 2022 | 200.551 ms
Mon Sep  5 04:40:49 UTC 2022 | 670.748 ms
Mon Sep  5 04:40:50 UTC 2022 | 92.557 ms
Mon Sep  5 04:40:52 UTC 2022 | 13.925 ms
Mon Sep  5 04:40:53 UTC 2022 | 194.116 ms
Mon Sep  5 04:40:54 UTC 2022 | 60.344 ms
Mon Sep  5 04:40:55 UTC 2022 | 371.659 ms
Mon Sep  5 04:40:56 UTC 2022 | 121.784 ms
Mon Sep  5 04:40:58 UTC 2022 | 19.240 ms
Mon Sep  5 04:40:59 UTC 2022 | 67.232 ms
Mon Sep  5 04:41:00 UTC 2022 | 13.135 ms
Mon Sep  5 04:41:01 UTC 2022 | 27.662 ms
Mon Sep  5 04:41:02 UTC 2022 | 12.343 ms
Mon Sep  5 04:41:03 UTC 2022 | 12.293 ms
Mon Sep  5 04:41:04 UTC 2022 | 13.301 ms
Mon Sep  5 04:41:05 UTC 2022 | 12.761 ms
Mon Sep  5 04:41:06 UTC 2022 | 12.304 ms
Mon Sep  5 04:41:07 UTC 2022 | 12.041 ms
Mon Sep  5 04:41:08 UTC 2022 | 15.150 ms
Mon Sep  5 04:41:09 UTC 2022 | 12.634 ms
Mon Sep  5 04:41:10 UTC 2022 | 12.653 ms
Mon Sep  5 04:41:11 UTC 2022 | 12.660 ms
Mon Sep  5 04:41:12 UTC 2022 | 13.556 ms
Mon Sep  5 04:41:13 UTC 2022 | 12.037 ms
Mon Sep  5 04:41:14 UTC 2022 | 12.353 ms
Mon Sep  5 04:41:15 UTC 2022 | 12.054 ms
Mon Sep  5 04:41:16 UTC 2022 | 244.037 ms
Mon Sep  5 04:41:18 UTC 2022 | 14.147 ms
Mon Sep  5 04:41:19 UTC 2022 | 12.179 ms
Mon Sep  5 04:41:20 UTC 2022 | 13.059 ms
Mon Sep  5 04:41:21 UTC 2022 | 12.502 ms
Mon Sep  5 04:41:22 UTC 2022 | 12.715 ms
Mon Sep  5 04:41:23 UTC 2022 | 12.080 ms
Mon Sep  5 04:41:24 UTC 2022 | 12.849 ms
Mon Sep  5 04:41:25 UTC 2022 | 12.751 ms
Mon Sep  5 04:41:26 UTC 2022 | 11.936 ms
Mon Sep  5 04:41:27 UTC 2022 | 12.951 ms
Mon Sep  5 04:41:28 UTC 2022 | 13.071 ms
Mon Sep  5 04:41:29 UTC 2022 | 12.596 ms
Mon Sep  5 04:41:30 UTC 2022 | 12.013 ms
Mon Sep  5 04:41:31 UTC 2022 | 12.140 ms
Mon Sep  5 04:41:32 UTC 2022 | 12.188 ms
Mon Sep  5 04:41:33 UTC 2022 | 12.860 ms
Mon Sep  5 04:41:34 UTC 2022 | 12.905 ms
Mon Sep  5 04:41:35 UTC 2022 | 12.271 ms
Mon Sep  5 04:41:36 UTC 2022 | 13.139 ms
Mon Sep  5 04:41:38 UTC 2022 | 11.774 ms
Mon Sep  5 04:41:39 UTC 2022 | 11.918 ms
Mon Sep  5 04:41:40 UTC 2022 | 11.911 ms
Mon Sep  5 04:41:41 UTC 2022 | 12.142 ms
Mon Sep  5 04:41:42 UTC 2022 | 12.474 ms
Mon Sep  5 04:41:43 UTC 2022 | 12.684 ms
Mon Sep  5 04:41:44 UTC 2022 | 12.720 ms
Mon Sep  5 04:41:45 UTC 2022 | 12.646 ms
Mon Sep  5 04:41:46 UTC 2022 | 12.110 ms
Mon Sep  5 04:41:47 UTC 2022 | 12.385 ms
Mon Sep  5 04:41:48 UTC 2022 | 14.522 ms
Mon Sep  5 04:41:49 UTC 2022 | 12.318 ms
Mon Sep  5 04:41:50 UTC 2022 | 12.426 ms
Mon Sep  5 04:41:51 UTC 2022 | 12.568 ms
Mon Sep  5 04:41:52 UTC 2022 | 12.047 ms
Mon Sep  5 04:41:53 UTC 2022 | 12.660 ms
Mon Sep  5 04:41:54 UTC 2022 | 12.017 ms
Mon Sep  5 04:41:55 UTC 2022 | 12.351 ms
Mon Sep  5 04:41:56 UTC 2022 | 11.828 ms
Mon Sep  5 04:41:57 UTC 2022 | 109.898 ms
Mon Sep  5 04:41:59 UTC 2022 | 12.656 ms
Mon Sep  5 04:42:00 UTC 2022 | 12.031 ms
Mon Sep  5 04:42:01 UTC 2022 | 12.875 ms
Mon Sep  5 04:42:02 UTC 2022 | 16.026 ms
Mon Sep  5 04:42:03 UTC 2022 | 14.084 ms
Mon Sep  5 04:42:04 UTC 2022 | 11.879 ms
Mon Sep  5 04:42:05 UTC 2022 | 12.464 ms
Mon Sep  5 04:42:06 UTC 2022 | 12.801 ms
Mon Sep  5 04:42:07 UTC 2022 | 12.654 ms
Mon Sep  5 04:42:08 UTC 2022 | 13.099 ms
Mon Sep  5 04:42:09 UTC 2022 | 12.621 ms
Mon Sep  5 04:42:10 UTC 2022 | 11.940 ms
Mon Sep  5 04:42:11 UTC 2022 | 13.003 ms
Mon Sep  5 04:42:12 UTC 2022 | 13.120 ms
Mon Sep  5 04:42:13 UTC 2022 | 12.232 ms
Mon Sep  5 04:42:14 UTC 2022 | 12.841 ms
Mon Sep  5 04:42:15 UTC 2022 | 12.145 ms
Mon Sep  5 04:42:16 UTC 2022 | 12.390 ms
Mon Sep  5 04:42:17 UTC 2022 | 12.779 ms
Mon Sep  5 04:42:18 UTC 2022 | 12.879 ms
Mon Sep  5 04:42:20 UTC 2022 | 12.618 ms
Mon Sep  5 04:42:21 UTC 2022 | 12.068 ms
Mon Sep  5 04:42:22 UTC 2022 | 12.782 ms
Mon Sep  5 04:42:23 UTC 2022 | 12.507 ms
Mon Sep  5 04:42:24 UTC 2022 | 13.740 ms
Mon Sep  5 04:42:25 UTC 2022 | 13.339 ms
Mon Sep  5 04:42:26 UTC 2022 | 13.752 ms
Mon Sep  5 04:42:27 UTC 2022 | 13.847 ms
Mon Sep  5 04:42:28 UTC 2022 | 12.322 ms
Mon Sep  5 04:42:29 UTC 2022 | 12.752 ms
Mon Sep  5 04:42:30 UTC 2022 | 12.732 ms
Mon Sep  5 04:42:31 UTC 2022 | 15.011 ms
Mon Sep  5 04:42:32 UTC 2022 | 13.820 ms
Mon Sep  5 04:42:33 UTC 2022 | 12.690 ms
Mon Sep  5 04:42:34 UTC 2022 | 12.946 ms
Mon Sep  5 04:42:35 UTC 2022 | 12.587 ms
Mon Sep  5 04:42:36 UTC 2022 | 12.444 ms
Mon Sep  5 04:42:37 UTC 2022 | 12.729 ms
Mon Sep  5 04:42:38 UTC 2022 | 12.843 ms
Mon Sep  5 04:42:39 UTC 2022 | 12.634 ms
Mon Sep  5 04:42:40 UTC 2022 | 12.279 ms
